0.04633532,-0.07872992,1.086809
0.0432197,-0.05144543,1.087474
0.03392993,0.08602792,1.082202
0.08812616,0.2279684,1.066083
-0.07221274,-0.005269534,1.060478
-0.1687238,-0.109176,1.00081
-0.07209006,-0.2311183,0.8749762
0.028729,-0.2171814,0.8382726
0.1927735,-0.02044614,1.152009
0.2949461,-0.1421824,1.135386
0.2532025,-0.1695143,0.9327193
0.2463965,-0.1750605,0.8921435
-0.0160547,-0.1417572,1.059585
-0.2433999,-0.07455738,0.9953416
-0.3583926,-0.2480069,0.8864599
-0.2761165,-0.2414262,0.8779603
0.1178718,-0.1428679,1.111837
0.3478722,-0.1198186,1.180078
0.06024257,-0.1939731,0.9743303
0.04330014,-0.2080359,0.8943298
