0.04587381,-0.07951816,1.08628
0.04286133,-0.05201752,1.087254
0.03519455,0.08589698,1.08093
0.08633938,0.2305166,1.067064
-0.07185815,-0.004956603,1.060782
-0.1497979,-0.1434003,0.9825999
-0.009099305,-0.2183333,0.8531422
0.03117357,-0.2188417,0.83514
0.194038,-0.02057707,1.150737
0.2622534,-0.1514799,1.124503
0.2541375,-0.1705664,0.9169957
0.2452985,-0.1756101,0.8896294
-0.01727171,-0.1425759,1.058891
-0.2473288,-0.08941498,0.9901806
-0.3622933,-0.2613186,0.8799928
-0.2803161,-0.2519324,0.8730444
0.1172014,-0.1438884,1.110412
0.3465064,-0.1228475,1.181712
0.04540411,-0.2244881,0.9891945
0.03912895,-0.2199075,0.906755
