2014/1/20,9:36:56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:36:57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:36:58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:36:59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:37:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:37:01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
2014/1/20,9:37:02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1
2014/1/20,9:37:11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
2014/1/20,9:37:12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
2014/1/20,9:37:13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
2014/2/15,9:37:14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
2014/2/16,9:37:15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
2014/2/17,9:37:16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/18,9:37:17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/19,9:37:18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/20,9:37:19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/21,9:37:20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/22,9:37:21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/23,9:37:22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/24,9:37:23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/25,9:37:24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/26,9:37:25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
2014/2/27,9:37:26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
2014/2/28,9:37:27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
2014/3/1,9:37:28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
